title	abstract	url	authors
HiPrompt: Tuning-free Higher-Resolution Generation with Hierarchical MLLM Prompts.	The potential for higher-resolution image generation using pretrained diffusion models is immense. However, these models often struggle with object repetition and structural artifacts especially when scaling to 4K resolution and beyond. Our analysis reveals that causes the problem, a single prompt for the generation of multiple scales provides insufficient efficacy. To address this, we propose HiPrompt, a new tuning-free solution that tackles the above problems by introducing hierarchical prompts. The hierarchical prompts provide both global and local semantic guidance. Specifically, the global prompt captures overall scene semantics from user input, while local guidance comes from patch-wise descriptions generated by MLLMs to refine regional structures and textures. Furthermore, during inverse denoising, noise is decomposed into low- and high-frequency components, each conditioned on different prompt levels, facilitating prompt-guided denoising under hierarchical semantic guidance. It further allows the generation to focus more on local spatial regions and ensures the generated images maintain coherent local and global semantics, structures, and textures with high definition. Extensive experiments demonstrate that HiPrompt outperforms state-of-the-art works in higher-resolution image generation, significantly reducing object repetition and enhancing structural quality. The demo and code can be found on the project website: https://liuxinyv.github.io/HiPrompt/.	https://doi.org/10.1007/s11263-026-02736-z	Xinyu Liu, Yingqing He, Lanqing Guo, Xiang Li, Bu Jin, Yan Li, Chi-Min Chan, Wei Xue, Wenhan Luo, Qifeng Liu, Yike Guo
High-Quality Sound Separation Across Diverse Categories via Visually-Guided Generative Modeling.	We propose DAVIS, a Diffusion-based Audio-VIsual Separation framework that solves the audio-visual sound source separation task through generative learning. Existing methods typically frame sound separation as a mask-based regression problem, achieving significant progress. However, they face limitations in capturing the complex data distribution required for high-quality separation of sounds from diverse categories. In contrast, DAVIS circumvents these issues by leveraging potent generative modeling paradigms, specifically Denoising Diffusion Probabilistic Models (DDPM) and the more recent Flow Matching (FM), integrated within a specialized Separation U-Net architecture. Our framework operates by synthesizing the desired separated sound spectrograms directly from a noise distribution, conditioned concurrently on the mixed audio input and associated visual information. The inherent nature of its generative objective makes DAVIS particularly adept at producing high-quality sound separations for diverse sound categories. We present comparative evaluations of DAVIS, encompassing both its DDPM and Flow Matching variants, against leading methods on the standard AVE and MUSIC datasets. The results affirm that both variants surpass existing approaches in separation quality, highlighting the efficacy of our generative framework for tackling the audio-visual source separation task.	https://doi.org/10.1007/s11263-025-02689-9	Chao Huang, Susan Liang, Yapeng Tian, Anurag Kumar, Chenliang Xu
Homography Decomposition Revisited.	Homography refers to a specific type of transformation that relates two images of the same planar surface taken from different perspectives. Recovering motion parameters from a homography matrix is a classic problem in computer vision. It is important to derive a fast and stable solution to homography decomposition, since it forms a critical component of many vision systems, e.g., in Structure-from-Motion and visual localization. The current state-of-the-art solvers can be categorized into two types of methods, the numerical procedures based on singular value decomposition (SVD), and the closed-form solution. The SVD-based methods are stable but time-consuming, while the existing closed-form solution is faster but less stable. In this paper, we discuss the homography decomposition problem from a different viewpoint. In contrast to the existing methods which focus on the properties of the homography matrix, we propose a new method that uses three random point correspondences to obtain the motion parameters in closed form. The proposed method is conceptually simple, easy to understand and implement, and has a good geometrical interpretation. This solution can be seen as an alternative to the existing closed-form solution. We also discuss the configurations where the closed-form solutions might be unstable and present a framework for homography decomposition taking into account both the efficiency and stability.	https://doi.org/10.1007/s11263-025-02680-4	Yaqing Ding, Jian Yang, Zuzana Kukelova
Image-based Morphological Characterization of Filamentous Biological Structures with Non-constant Curvature Shape Feature.	Tendrils coil their shape to anchor the plant to supporting structures, allowing vertical growth toward light. Although climbing plants have been studied for a long time, extracting information regarding the relationship between the temporal shape change, the event that triggers it, and the contact location is still challenging. To help build this relation, we propose an image-based method by which it is possible to analyze shape changes over time in tendrils when mechano-stimulated in different portions of their body. We employ a geometric approach using a 3D Piece-Wise Clothoid-based model to reconstruct the configuration taken by a tendril after mechanical rubbing. The reconstruction shows high robustness and reliability with an accuracy of \(R^2 > 0.99\). This method demonstrates distinct advantages over deep learning-based approaches, including reduced data requirements, lower computational costs, and interpretability. Our analysis reveals higher responsiveness in the apical segment of tendrils, which might correspond to higher sensitivity and tissue flexibility in that region of the organs. Our study provides a methodology for gaining new insights into plant biomechanics and offers a foundation for designing and developing novel intelligent robotic systems inspired by climbing plants.	https://doi.org/10.1007/s11263-025-02593-2	Jie Fan, Francesco Visentin, Barbara Mazzolai, Emanuela Del Dottore
Implicit Non-Causal Factors are Out via Dataset Splitting for Domain Generalization Object Detection.	Open world object detection faces a significant challenge in domain-invariant representation, i.e., implicit non-causal factors. Most domain generalization (DG) methods based on domain adversarial learning (DAL) pay much attention to learn domain-invariant information, but often overlook the potential non-causal factors. We unveil two critical causes: 1) The domain discriminator-based DAL method is subject to the extremely sparse domain label, i.e., assigning only one domain label to each dataset, thus can only associate explicit non-causal factor, which is incredibly limited. 2) The non-causal factors, induced by unidentified data bias, are excessively implicit and cannot be solely discerned by conventional DAL paradigm. Based on these key findings, inspired by the Granular-Ball perspective, we propose an improved DAL method, i.e., GB-DAL. The proposed GB-DAL utilizes Prototype-based Granular Ball Splitting (PGBS) module to generate more dense domains from limited datasets, akin to more fine-grained granular balls, indicating more potential non-causal factors. Inspired by adversarial perturbations akin to non-causal factors, we propose a Simulated Non-causal Factors (SNF) module as a means of data augmentation to reduce the implicitness of non-causal factors, and facilitate the training of GB-DAL. Comparative experiments on numerous benchmarks demonstrate that our method achieves better generalization performance in novel circumstances.	https://doi.org/10.1007/s11263-026-02771-w	Zhilong Zhang, Lei Zhang, Qing He, Shuyin Xia, Guoyin Wang, Fuxiang Huang
InvJND: Just Noticeable Difference Estimation via Deep Invertible Network.	The Human Visual System (HVS) cannot perceive image pixel intensity changes below a certain threshold, which refers to the concept of Just-Noticeable Difference (JND). This concept is significant in numerous applications related to HVS and can benefit many perceptual image processing tasks. Recently, data-driven approaches have excelled in the JND domain by learning directly from data. However, annotating large-scale datasets with pristine images and the corresponding pixel-wise JND maps is an extremely difficult task. Inspired by the fact that JND is conceptually defined as the difference between the pristine image and its corresponding Critical Perceptual Lossless (CPL) image, our previous work constructs a CPL image dataset called CPL-Set to facilitate learning an implicit deep JND model from pristine and CPL image pairs. However, the CPL-Set is limited in size since annotating large-scale CPL images is still labor-consuming. To address this issue, we in this paper utilize the well-known distortion visibility metric, i.e., High Dynamic Range Visual Difference Predictor (HDR-VDP), as an automatic tool to efficiently generate pseudo CPL labels, thereby creating a large-scale dataset with 8, 965 high-resolution pristine images and their corresponding pseudo CPL images as labels for JND model training. The newly JND dataset is called CPL-Set2. On the basis of CPL-Set2, we further introduce a lightweight deep invertible neural network for JND estimation, i.e., InvJND. The key consideration is that implicit visual redundancy information, closely related with JND, can be well-removed in the latent deep feature space built via the forward process and then the CPL image can be well reconstructed via the backward process. Comparison experiments demonstrate that, even with pseudo CPL labels for model training, our proposed InvJND model still achieves significant predictive accuracy of JND. In addition, InvJND also exhibits outstanding performance in comprehensive perceptual image processing tasks including JND-guided noise injection, JND-guided compression, JND-guided adversarial attack, and distortion visibility detection. Our codes and datasets are available at: https://github.com/Knife646/InvJND.	https://doi.org/10.1007/s11263-025-02583-4	Qiuping Jiang, Feiyang Liu, Ziqi Wang, Zhihua Wang, Shiqi Wang, Feng Shao, Guangtao Zhai, Weisi Lin
Invert Your Prompt: Editing-Aware Diffusion Inversion.	Recent advancements in text-guided diffusion models have enabled powerful image manipulation capabilities. However, balancing reconstruction fidelity and editability for real images remains a significant challenge. In this work, we introduce Editing Inversion (EditInv), a novel framework that inverts and edits real images for specific editing tasks by optimizing specific prompt embeddings within the extended \({\mathcal {P}}^*\) space. By leveraging distinct embeddings across different U-Net layers and time steps, EditInv seamlessly integrates inversion and editing through reciprocal optimization, ensuring both high fidelity and precise editability. This hierarchical editing mechanism classifies tasks into structure, appearance, and global edits, optimizing only those embeddings that are unaffected by the current editing task. Extensive experiments on benchmark datasets demonstrate EditInv's superior performance over existing methods, delivering both quantitative and qualitative improvements while showcasing its versatility with a few-step diffusion model.	https://doi.org/10.1007/s11263-025-02691-1	Yangyang Xu, Wenqi Shao, Yong Du, Haiming Zhu, Yang Zhou, Jiayuan Xie, Ping Luo, Shengfeng He
Investigating Uncertainty Weighting for Multi-Task Learning: Insights and Analytical Alternative.	Multi-task learning (MTL) enables a single neural network to solve multiple tasks simultaneously, offering efficiency and improved generalization potential through shared representations. A central challenge in MTL is balancing task-specific losses during training to avoid performance degradation. While uncertainty-based loss weighting (UW) is a popular and competitive approach, we argue that it suffers from several limitations, including overfitting, rigid homoscedastic assumptions, and a lack of theoretical grounding for various loss functions. Therefore, we propose Soft Optimal Uncertainty Weighting (UW-SO), a novel loss weighting method that builds on UW by deriving analytically optimal weights and applying softmax normalization with adaptable temperature parameter, thereby alleviating several of the shortcomings of UW. Through extensive experiments across diverse datasets and architectures, we show that UW-SO achieves superior and robust performance compared to a variety of existing loss weighting methods. Additionally, we provide insights into the effects of temperature selection and propose measures to reduce computational demand.	https://doi.org/10.1007/s11263-025-02625-x	Lukas Kirchdorfer, Tobias Sesterhenn, Christian Bartelt, Heiner Stuckenschmidt, Lukas Schott, Jan Mathias Köhler
Iterative Global Mapping-Local Searching for Heterogeneous Change Detection with Unregistered Images.	Heterogeneous change detection (HeCD) is a highly valuable yet challenging task in remote sensing. However, existing HeCD methods primarily focus on well-registered images, without considering unregistered heterogeneous image pairs, which are more common in real-world applications. In this paper, we first analyze why unregistered images significantly complicate the HeCD problem: they not only cause boundary errors in change detection but also undermine the image transformation process required for making heterogeneous images comparable. These effects are further amplified by the intrinsic complexity of HeCD. In light of this, we propose an unsupervised iterative global mapping-local searching method (IGmLs) for HeCD subject to registration errors. Specifically, IGmLs utilizes the global mapping to transform images into a common structural space to enable the comparison of heterogeneous images, and uses the local searching to reduce the direct influence of registration errors on change metrics, which is based on the analysis that misregistration would cause an unwanted increment on the change metric in unchanged region. Then, IGmLs builds a Markov random field (MRF) model to combine the global mapping and local searching processes, which enhances the robustness to misregistrations by considering spatial correlations. Finally, an iterative framework is employed to backpropagate the matching and changing results to refine the global mapping and local searching processes, which further eliminates the indirect influence of changes and misregistration on the image transformation and change metrics. Extensive experiments on five datasets have demonstrated the effectiveness of the proposed IGmLs. The codes will be released at https://github.com/yulisun/IGmLs.	https://doi.org/10.1007/s11263-025-02719-6	Yuli Sun, Junzheng Wu, Han Zhang, Zhang Li, Lin Lei, Gangyao Kuang
Kangaroo: A Powerful Video-Language Model Supporting Long-context Video Input.	Rapid advancements have been made in extending Large Language Models (LLMs) to Large Multi-modal Models (LMMs). However, extending input modality of LLMs to video data remains a challenging endeavor, especially for long videos. Due to insufficient access to large-scale high-quality video data and the excessive compression of visual features, current methods exhibit limitations in effectively processing long videos. In this paper, we introduce Kangaroo, a powerful Video LMM aimed at addressing these challenges. Confronted with the issue of inadequate training data, we develop a data curation system to build a large-scale dataset with high-quality annotations for vision-language pre-training and instruction tuning. In addition, we design a curriculum training pipeline with gradually increasing resolution and number of input frames to accommodate long videos. Evaluation results demonstrate that, with 8B parameters, Kangaroo achieves state-of-the-art performance across a variety of video understanding benchmarks while exhibiting competitive results on others. Particularly, on benchmarks specialized for long videos, Kangaroo excels some larger models with over 10B parameters and proprietary models.	https://doi.org/10.1007/s11263-025-02620-2	Jiajun Liu, Yibing Wang, Hanghang Ma, Xiaoping Wu, Xiaoqi Ma, Xiaoming Wei, Jianbin Jiao, Enhua Wu, Jie Hu
Knowing Where to Focus: Attention-Guided Alignment for Text-based Person Search.	In the realm of Text-Based Person Search (TBPS), mainstream methods aim to explore more efficient interaction frameworks between text descriptions and visual data. However, recent approaches encounter two principal challenges. Firstly, the widely used random-based Masked Language Modeling (MLM) considers all the words in the text equally during training. However, massive semantically vacuous words ('with', 'the', etc.) be masked fail to contribute to efficient interaction in the cross-modal MLM and hampers the representation alignment. Secondly, manual descriptions in TBPS datasets are tedious and inevitably contain several inaccuracies. To address these issues, we introduce an Attention-Guided Alignment (AGA) framework featuring two innovative components: Attention-Guided Mask (AGM) Modeling and Text Enrichment Module (TEM). AGM dynamically masks semantically meaningful words by aggregating the attention weight derived from the text encoding process, thereby cross-modal MLM can capture information related to the masked word from text context and images and align their representations. Meanwhile, TEM alleviates low-quality representations caused by repetitive and erroneous text descriptions by replacing those semantically meaningful words with MLM's prediction. It not only enriches text descriptions but also prevents overfitting. Extensive experiments across three challenging benchmarks demonstrate the effectiveness of our AGA, achieving new state-of-the-art results with Rank-1 accuracy reaching \(78.36\%\), \(67.31\%\), and \(67.4\%\) on CUHK-PEDES, ICFG-PEDES, and RSTPReid, respectively.	https://doi.org/10.1007/s11263-025-02717-8	Lei Tan, Weihao Li, Pingyang Dai, Jie Chen, Liujuan Cao, Rongrong Ji
Large Foundation Model Empowered Region-aware Underwater Image Captioning.	Underwater image captioning facilitates the transformation from visual perception to semantic understanding in underwater computer vision. Despite advancements in this field, challenges remain in generating high-quality captions for underwater images. These challenges typically stem from (a) ambiguity between object and background regions for feature extraction, and (b) insufficient feature fusion across all regions. To address these challenges, we develop a large foundation model empowered region-aware underwater image captioning framework. Our novel contributions are two-fold: (a) A region-discriminative feature extraction strategy powered by the large foundation segment anything model (SAM) is developed. This strategy accurately delineates object and background regions through segmentation maps, enabling precise extraction of region-discriminative features. (b) A region-guided feature fusion strategy comprehensively fusing regional information throughout an encoding-decoding process is presented. This strategy utilizes a region-guided encoder for the progressive layer-wise fusion of region-discriminative features and grid features, followed by a meshed memory decoder that fuses multi-level encoded features, thereby enhancing the decoded features. Together, these contributions result in the generation of accurate and comprehensive underwater image captions. Experimental evaluations on three datasets demonstrate that our proposed framework achieves state-of-the-art performance for underwater image captioning.	https://doi.org/10.1007/s11263-025-02650-w	Huanyu Li, Li Li, Hao Wang, Weibo Zhang, Peng Ren
Large-Scale Pre-Trained Models Empowering Phrase Generalization in Temporal Sentence Localization.	Video temporal sentence localization aims to localize a target moment in videos given language queries. We observe that existing models suffer from a sheer performance drop when dealing with phrases contained in the sentence. It reveals the limitation that existing models lack sufficient understanding of the semantic phrases in the query. To address this problem, we fully exploit the temporal constraints between phrases within the same sentence and attempt to transfer knowledge from externally pre-trained large models to help the model better accomplish phrase-level localization. Firstly, we propose a phrase-level Temporal Relationship Mining (TRM) framework that employs the temporal relationship between the phrase and the whole sentence to better understand each semantic entity (e.g. verb, subject) in the sentence. Specifically, we propose the consistency and exclusiveness constraints between phrase and sentence predictions to improve phrase-level prediction quality and use phrase-level predictions to refine sentence-level ones. Then, we extend the TRM framework with phrase-level training (TRM-PT) using the large-scale pre-trained models to generate fine-grained pseudo-labels for the phrase. To mitigate the negative impact of the label noise, we further propose to iteratively optimize the pseudo-labels. Finally, to enhance the understanding of verb phrases, we utilize a language model to infer changes in the scene's state before and after the occurrence of verb phrases and align them with the visual content. Experiments on the ActivityNet Captions and Charades-STA datasets show the effectiveness of our method on both phrase and sentence temporal localization and enable better model interpretability and generalization when dealing with unseen compositions of seen concepts. The code is available at https://github.com/minghangz/trm.	https://doi.org/10.1007/s11263-025-02599-w	Yang Liu, Minghang Zheng, Qingchao Chen, Shaogang Gong, Yuxin Peng
Learning Robust Event-Guided Representations for Person Re-Identification.	Person re-identification (Re-ID) aims at matching the same individuals across different camera views. In the real scenes, existing Re-ID methods always suffer from various degradation factors, including motion blur, low illumination and occlusion contained in frames, leading to the loss of identity-discriminating features. Recently, neuromorphic vision sensors (event cameras) have been considered a potential solution to improve Re-ID performance, because they offer numerous advantages over standard cameras (high temporal resolution and high dynamic range) and can accurately record the regions of pedestrians in the degraded environments based on the scene dynamics. In this work, we propose an event-guided multi-degradation learning framework, which explores the complementary information of event streams to extract identity-related robust features in real-world degradations. Specifically, to properly extract the appearance information contained in events, we design a deformable spiking neural network to encode events into the spiking form, followed by a cross feature alignment module to fuse the appearance cues from frames and events to enhance identity representation learning. To fully utilize the dynamic characteristic of events, we firstly extract the key-point of pedestrians from events, then propose a spatial-temporal fusing module for effective fine-grained spatial and temporal feature fusion with frame features. Finally, all features will pass through a pyramid aggregation structure to facilitate cross-scale information propagation for capturing hierarchical spatial-temporal dependencies. Extensive experiments demonstrate the superiority of our framework, e.g., on LIPS dataset, it achieves 5.1% mAP improvement over the state-of-the-art method.	https://doi.org/10.1007/s11263-025-02670-6	Chengzhi Cao, Xueyang Fu, Senyan Xu, Chengjie Ge, Kunyu Wang, Zheng-Jun Zha
Learning from History: Task-agnostic Model Contrastive Learning for Image Restoration.	Contrastive learning, a prominent technique in high-level vision tasks, has recently been applied to address the low-level vision tasks. In addition to minimizing the reconstruction error, contrastive learning-based image restoration methods aim to push the solution to be far apart from the negative samples. It helps to refine the solution space effectively, tackling the inherent challenges of ill-posed nature of image restoration. Nevertheless, the predominant methods of utilizing manually generated negative samples tailored to a certain image restoration task inherently introduce significant biases and limit the applicability to a wide range of image restoration challenges. To address these challenges, in this work, we develop a novel contrastive learning-based image restoration method by 'learning from history', which dynamically generates negative samples from the historical models. Our approach, named model contrastive learning for image restoration (MCLIR), rejuvenates historical models as negative models, making it compatible with diverse image restoration tasks and without additional priors of the tasks. Furthermore, we fully exploit the statistical information from the negative models to generate an uncertainty map as a by-product of our model, to derive an uncertainty-aware reconstruction loss. Extensive experiments highlight the effectiveness of our proposed method. When implemented with existing models, MCLIR has shown significant improvements in a range of tasks and architectures, encompassing both single degradation tasks and all-in-one models. The code and retrained models can be accessed at https://github.com/Aitical/MCLIR.	https://doi.org/10.1007/s11263-025-02669-z	Gang Wu, Junjun Jiang, Kui Jiang, Xianming Liu, Wangmeng Zuo
Light-VQA+: A Video Quality Assessment Model for Exposure Correction with Vision-Language Guidance.	Recently, User-Generated Content videos have gained popularity in our daily lives. However, these videos often suffer from poor exposure due to the limitations of photographic equipment and techniques. Therefore, video exposure correction algorithms have been proposed, including low-light video enhancement and over-exposed video recovery. Equally important to the video exposure correction is the Video quality assessment (VQA), which aims to objectively evaluate the perceptual quality of enhanced videos. In this work, we introduce the VEC-QA dataset, a large-scale VQA benchmark comprising both low-light and over-exposed videos along with their corrected counterparts. Furthermore, we propose Light-VQA+, a video quality assessment model specialized in assessing the perceptual quality of video exposure correction results. Light-VQA+ is built upon a vision-language foundation by integrating the CLIP model and vision-language guidance during feature extraction. It also incorporates a novel module inspired by the Human Visual System to achieve more accurate and perceptually aligned quality predictions. Extensive experimental results show that our model achieves the best performance against the current state-of-the-art VQA models on the VEC-QA dataset and other public datasets. Our code and dataset can be found at https://github.com/SaMMyCHoo/Light-VQA-plus.	https://doi.org/10.1007/s11263-025-02706-x	Xunchu Zhou, Xiaohong Liu, Yudong Zhang, Tengchuan Kou, Yixuan Gao, Zicheng Zhang, Chunyi Li, Haoning Wu, Guangtao Zhai
Liquid: Language Models are Scalable and Unified Multi-Modal Generators.	We present Liquid, a versatile and native auto-regressive generation paradigm that seamlessly integrates visual comprehension and generation by tokenizing images into discrete codes and learning these code embeddings alongside text tokens within a shared feature space for both vision and language. Unlike previous multimodal large language model (MLLM), Liquid achieves this integration using any existing large language models (LLMs), eliminating the need for external pretrained visual modules such as CLIP and diffusion models. For the first time, Liquid reveals that the power-law scaling laws of unified multimodal models align with those observed in language models, and it discovers that the trade-offs between visual and language tasks diminish as model size increases. Furthermore, the unified token space enables visual generation and comprehension tasks to mutually enhance each other, effectively removing the typical interference seen in earlier models. We demonstrate that existing LLMs can serve as strong foundations for Liquid, saving training costs by 100times while surpassing Chameleon in multimodal capabilities. Compared to previous unified multimodal models, Liquid maintains on-par language performance comparable to mainstream LLMs like Llama2, preserving its potential as a foundational model. Building on this foundation, Liquid outperforms visual generation models like SD v2.1 and SD-XL (FID of 5.47 on MJHQ-30K), excelling in both vision-language and text-only tasks. The code and models are available at https://github.com/FoundationVision/Liquid.	https://doi.org/10.1007/s11263-025-02639-5	Junfeng Wu, Yi Jiang, Chuofan Ma, Yuliang Liu, Hengshuang Zhao, Zehuan Yuan, Song Bai, Xiang Bai
Locality Optimization Refinement with Deformation for Shape Matching via Functional Maps.	Pointwise map recovery, a critical component in functional maps, is of paramount importance for nonrigid shape matching, but is inherently inaccurate due to the lack of geometric consistency. To this end, we propose a novel and effective framework, termed Locality Optimization Refinement with Deformation (LORD), which firstly integrates both local and global extrinsic constraints into functional space for precise pointwise maps. Specifically, observing local consistency during deformations, we innovatively devise a mathematical model with a linear closed-form solution leveraging neighborhood support, thus ensuring continuity of pointwise maps. To address the limitations of local constraints in contextual representation, we further introduce the kernel trick in non-Euclidean spaces to design probabilistic models based on functional deformation that enhance global smoothness. Lastly, we propose outlier refinement using Locally Linear Embedding and estimated functional deformation within an adaptive spectral similarity space, making it suitable for various types of shapes. Our comprehensive geometric constraints eliminate functional mapping ambiguity and significantly improve accuracy with linearithmic complexity. Extensive experiments conducted on different public benchmarks demonstrate that our LORD outperforms state-of-the-art techniques in nonrigid shape matching tasks, and verify its generalizability and effectiveness.	https://doi.org/10.1007/s11263-025-02642-w	Yifan Xia, Jiayi Ma
Lumina-mGPT: Flexible Photorealistic Autoregressive Text-to-Image Generation.	We present Lumina-mGPT, a family of multimodal autoregressive models capable of various vision and language tasks, particularly excelling in generating flexible photorealistic images from text descriptions. By initializing from multimodal Generative Pre Training (mGPT), we demonstrate that decoder-only Autoregressive (AR) model can achieve image generation performance comparable to modern diffusion model with high efficiency through Flexible Progressive Supervised Finetuning (FP-SFT). Equipped with our proposed Unambiguous image Representation (Uni-Rep), Lumina-mGPT can flexibly generate high-quality images of varying aspect ratios. Building on the strong image generation capabilities, we further explore Ominipotent Supervised Finetuning (Omni-SFT), an initial attempt to elevate Lumina-mGPT into a unified multi-modal generalist. The resulting model demonstrates versatile multimodal capabilities, including visual generation tasks like text-to-image/multiview generation and controllable generation, visual recognition tasks like segmentation and depth estimation, and vision-language tasks like multi-turn visual question answering, showing the rosy potential of the technical direction. We release all code and checkpoints at https://github.com/Alpha-VLLM/Lumina-mGPT, hoping to facilitate the progress towards AR-based multi-modal generalist.	https://doi.org/10.1007/s11263-026-02795-2	Dongyang Liu, Yi Xin, Shitian Zhao, Le Zhuo, Weifeng Lin, Xinyue Li, Qi Qin, Guangtao Zhai, Xiaohong Liu, Hongsheng Li, Yu Qiao, Peng Gao
MGFNet: Meta Global Filter Network for multi-size image feature extraction.	Frequency-based Neural networks have attracted considerable interest due to their global receptive fields and advantageous time efficiency. Recent research has largely utilized global frequency filters within frequency-based networks for the extraction of image features. These global frequency filters are complex tensors identical in size to the feature itself, necessitating a predefined size during the training phase. Altering the size post-training mandates retraining, as merely interpolating filters fails to preserve the continuous nature of both the real-imaginary and magnitude-phase relationships. Such interpolation undermines the filter's Practical in feature extraction, posing a challenge for multi-size image feature extraction in conventional frequency-domain networks. To address this challenge, we introduce the Meta Global Filter Network (MGFNet), a novel framework that replaces static frequency filters with dynamic filter generators. Given a inference image size, the generators synthesizes corresponding frequency-domain filters while ensuring consistent frequency-domain characteristics across scales, thereby enabling effective feature extraction from images of varying sizes. Furthermore, we investigate and propose three distinct methodologies for the filter generator mechanism: 1) an Implicit Filter Generator (IFG) implemented via neural networks, 2) an Explicit Filter Generator (EFG) utilizing the band-based filter bias, and 3) a Convolution Theorem Generator (CTG) leveraging the convolution theorem. These generators are designed from complementary perspectives and are employed synergistically to enhance the expressive power of the resulting frequency filters. Finally, we implement a frequency-domain re-parameterization method. During inference, MGFNet pre-computes and consolidates the outputs from the three filter generators into a single, unified global frequency-domain filter, significantly boosting computational efficiency and reducing inference latency. Extensive experiments conducted on the ImageNet, MSCOCO, and nuScenes datasets demonstrate that our model achieves state-of-the-art performance across various datasets when compared to frequency networks. The code is available on https://github.com/WallelWan/MGFNet.	https://doi.org/10.1007/s11263-025-02603-3	Hong Zhang, Jiaxu Wan, Jianbo Song, Hanyang Liu, Ding Yuan, Yifan Yang
MMRL++: Parameter-Efficient and Interaction-Aware Representation Learning for Vision-Language Models.	Large-scale pre-trained Vision-Language Models (VLMs) have significantly advanced transfer learning across a wide range of tasks. However, adapting these models with limited few-shot data often leads to overfitting, undermining their ability to generalize to new tasks. To address this challenge, we propose a novel framework, Multi-Modal Representation Learning (MMRL), which introduces a shared, learnable, and modality-agnostic representation space. Specifically, MMRL generates a set of space tokens, which are projected into both the text and image encoders as representation tokens, facilitating more effective cross-modal interactions. Unlike prior methods that primarily optimize class token features, MMRL integrates representation tokens into the higher layers of the encoders–where task-specific features are more prominent–while preserving general knowledge in the lower layers. During training, both class and representation features are jointly optimized: a trainable projection layer is applied to representation tokens for task adaptation, while the projection layer for class token remains frozen to retain pre-trained knowledge. To further promote generalization, we introduce a regularization term that aligns class and text features with the frozen VLM's zero-shot features. During inference, we employ a decoupling strategy: both class and representation features are used for base tasks, while only class features, which are more generalizable, are utilized for novel tasks. Building upon this, we propose MMRL++, a parameter-efficient and interaction-aware extension that significantly reduces the number of trainable parameters and enhances intra-modal interactions–particularly across the layers of representation tokens–allowing gradient sharing and instance-specific information to propagate more effectively through the network. Extensive experiments on 15 datasets demonstrate that MMRL and MMRL++ consistently outperform state-of-the-art methods, achieving a strong balance between task-specific adaptation and generalization.	https://doi.org/10.1007/s11263-025-02586-1	Yuncheng Guo, Xiaodong Gu
MVFormer: Multi-View Point Cloud Transformer for 3D Mechanical Component Recognition.	Point cloud has been accepted as an efficient data format for 3D object recognition. Despite its successful usage in common object recognition, in the industrial domain, where mechanical components are the main recognition targets, voxels or multi-view images are still the more commonly used 3D representations since they result in better recognition accuracy. Yet, compared with point clouds, voxels or images also lead to heavy computation and thus slow down the recognition speed. In this work, we argue to use point clouds to achieve real-time mechanical recognition, meanwhile attempting to improve the recognition accuracy by adopting novel learning architectures. We start by analyzing the unique 3D properties of mechanical components that may affect the accuracy of point cloud recognition. We find that mechanical components are usually unaligned and can have millimeter-level inter-class differences. Both properties are unfriendly for point cloud representation, which is sensitive to coordinate rotation and may be too sparse to capture the millimeter-level differences. To this end, we present the Multi-View Point Cloud Transformer which comprises two key modules to alleviate the above problems. First, a Multi-View System, that converts the rotation-sensitive point coordinates into rotation-invariant multi-view observations to deal with the unaligned inputs. Second, a Multi-View Transformer, which reasons about correlations across multi-view observations via a novel decoupled local attention, capturing the small inter-class differences for recognition. Experiments confirm that the two modules effectively collaborate to recognize both mechanical components and common objects, achieving faster speed and better accuracy than most existing methods.	https://doi.org/10.1007/s11263-025-02621-1	Ruibin Wang, Xianghua Ying, Bowei Xing
